Bien
id;No voie;Type de voie;Voie;Surface Carrez du 1er lot;Type local;Surface reelle bati;Nombre pieces principales
;25;RUE;PASTEUR;35,18;Appartement;35;2
;6;RUE;DES REMPARTS;25,61;Appartement;29;2
;5255;;LA JOUE DU LOUP;32;Appartement;32;2
;5001;;LA CHAPELLE;69,45;Appartement;65;3
;11;RUE;PASTEUR;78,84;Appartement;78;4
;5183;;L ADROIT D'ABRIES;37,09;Appartement;40;2
;36;AV;CDT DUMONT;65,39;Appartement;85;3
;5449;RES;LES AGNEAUX;47,48;Appartement;61;2
;6;AV;DES MARTYRS;26,1;Appartement;25;1
;21;GR;GRANDE RUE;40,92;Appartement;40;1
;9000;RUE;COTE GELEE;26;Appartement;24;1
;7;AV;ADRIEN DAURELLE;67;Appartement;66;4
;5359;;MERLETTE;56,5;Appartement;63;3
;5243;;LE LACAS;38,5;Appartement;39;2
;9;RUE;VARANFRAIN;42,7;Appartement;40;2
;5287;;LES CHALPS;16,7;Appartement;17;1
;8;AV;GEN DE GAULLE;0,4;Appartement;26;1
;6459;;LES BERNARDS;59,66;Maison;69;3
;5290;;CLOT DES LEOTHAUDS;21,2;Appartement;21;1
;4;CRS;VICTOR HUGO;43,36;Appartement;45;2
;17;RUE;ST JULIEN;56,81;Appartement;56;3
;16;PL;BARTHELON;43,33;Appartement;43;3
;2;RUE;JEAN EYMAR;32,8;Appartement;32;2
;5316;;ENTRE LA VIA;15,42;Appartement;14;1
;5732;;LES ILES;24,64;Appartement;24;1
;5162;RES;LES ISSARTS;28,5;Appartement;30;2
;2;RUE;PASTEUR;66,45;Appartement;66;2
;44;RTE;DE GRAFFINEL;59,9;Appartement;61;3
;5359;;MERLETTE;54,99;Appartement;63;3
;5381;;MERLETTE;18,04;Appartement;16;1
;5809;;LE ROCHAS;28,56;Appartement;28;1
;5141;;LE BOIS D AUROUZE;23,66;Appartement;25;1
;44;RUE;DE LA TOUR;121,56;Appartement;122;5
;5398;;SUPER DEVOLUY;30,72;Appartement;30;2
;5316;;MERLETTE;32,97;Appartement;33;2
;30;RUE;DE VALSERRES;28,61;Appartement;30;1
;5095;;LA GRANDE SAGNE;30,74;Appartement;29;2
;33;RUE;JEAN JAURES;30,59;Appartement;31;1
;5216;;FONTAINEBLEAU;33,5;Appartement;37;2
;5398;;SUPER DEVOLUY;30,52;Appartement;30;2
;5041;PL;GEN ALBERT;51,85;Appartement;50;2
;5336;;MERLETTE;63,2;Appartement;69;2
;5293;;LA TARTARASSE;23,08;Appartement;24;3
;5830;;BOIS DE LA BLACHE;86,49;Maison;70;3
;5000;;LA JOUE DU LOUP;36,44;Appartement;36;2
;5277;;PRE LALLEGRE;28,96;Appartement;30;2
;5141;;LE BOIS D AUROUZE;26,42;Appartement;25;1
;9001;RUE;DES MARRONNIERS;49,06;Appartement;49;2
;9007;RUE;DES EYGUIERES;100,11;Maison;100;5
;9006;IMP;PRE LAGRANGE;89,03;Maison;82;4
;5496;;LES EYSSARDS DE PELVOUX;43,44;Appartement;44;2
;5212;;SAINT FERREOL;119,95;Appartement;126;4
;5100;;LE CHEF LIEU;25,1;Appartement;62;4
;51;LOT;LES JARDINS DU MORGON;49,55;Appartement;57;3
;5141;;LE BOIS D AUROUZE;26,62;Appartement;25;1
;5220;;LA JOUE DU LOUP;28,79;Appartement;28;2
;5324;;LES ESCOUNDUS;18,63;Appartement;18;1
;5139;;CANARD;14;Appartement;53;4
;5141;;LE BOIS D AUROUZE;16,99;Appartement;17;1
;9190;ALL;ALBERT BOURGES;68,23;Appartement;66;3
;5076;;LES UBACS;21,48;Appartement;22;2
;5271;;CLOT PEOUILLOUX;16,9;Appartement;17;1
;5162;;LE CHATEAU;101,99;Appartement;100;4
;5979;RUE;DE LA LIBERTE;54,25;Appartement;61;3
;5170;;PRE LONGIS;26,78;Appartement;27;1
;5165;;PRE DES LAGIERS;27,06;Appartement;27;1
;25;RUE;PASTEUR;34,97;Appartement;35;2
;5240;;LES CHALPS;18,45;Appartement;19;1
;5644;;PELINCHE;39,3;Appartement;39;3
;6051;;SERRE SERRET;35,51;Appartement;35;2
;1;CRS;EMILE ZOLA;52,24;Appartement;45;2
;5338;COR;DU CLOT CHENU;14,33;Appartement;16;1
;5337;;LES QUEYRETS ET PEYRON;49,21;Appartement;51;2
;63;RUE;DE LA GUISANE;39,2;Appartement;40;3
;5244;;PRE LONGIS;30,34;Appartement;31;1
;5725;;LES ILES;28,32;Appartement;28;1
;8;RUE;ROSSINI;99,04;Appartement;98;4
;27;RUE;LAMARTINE;30,2;Appartement;95;3
;20;RUE;MARCEAU;80,25;Appartement;82;3
;98;BD;PAPE JEAN 23;72,25;Appartement;72;4
;;RUE;LAMARTINE;19,23;Appartement;19;1
;31;RUE;HEROLD;56,45;Appartement;58;2
;34;RUE;DE LA BUFFA;18,02;Appartement;18;1
;17;RUE;GOUNOD;32,83;Appartement;33;2
;10;AV;CYRILLE BESSET;48,23;Appartement;46;2
;23;RUE;ASSALIT;34,04;Appartement;33;1
;43;BD;STALINGRAD;36,26;Appartement;36;2
;29;AV;VILLERMONT;69;Appartement;36;3
;140;QUAI;DE LA BANQUIERE;45,5;Appartement;41;2
;52;RUE;MAL VAUBAN;13,69;Appartement;15;1
;4;AV;VALROSE;68,75;Appartement;68;3
;54;AV;DE LA REPUBLIQUE;34,31;Appartement;33;2
;34;BD;STALINGRAD;68,35;Appartement;70;3
;18;RUE;FONCET;114,78;Appartement;111;4
;65;AV;GEORGE  5;30,76;Appartement;22;1
;2;RUE;SPITALIERI;78,45;Appartement;80;4
;9;RUE;DU MARECHAL JOFFRE;64,25;Appartement;62;2
;4;RUE;MARALDI;118,14;Appartement;113;5
;4;BD;CIMIEZ;133,44;Appartement;144;4
;9013;;COL DE VILLEFRANCHE;96;Appartement;130;4
;5;RUE;CHANOINE ALBIN;28,32;Appartement;28;1
;57;BD;DU MONT BORON;93,6;Appartement;95;3
;84;RUE;DU MARECHAL JOFFRE;79,48;Appartement;76;2
;40;BD;STALINGRAD;19,88;Appartement;20;1
;26;BD;AUGUSTE RAYNAUD;43,48;Appartement;42;1
;4;RUE;BARLA;90,1;Appartement;91;3
;3;MTE;DESAMBROIS;19,11;Appartement;20;1
;12;RUE;CASSINI;24,92;Appartement;33;2
;25;RUE;BENOIT BUNICO;16,54;Appartement;16;1
;3;RUE;DE L OPERA;172,21;Appartement;158;5
;6;RUE;BENOIT BUNICO;36,11;Appartement;34;1
;33;RUE;ARSON;46,34;Appartement;46;3
;9;RUE;VERDI;17,05;Appartement;17;1
;20;RUE;CRONSTADT;131,09;Appartement;127;4
;152;BD;DE CESSOLE;53,84;Appartement;55;3
;3;RUE;MASCOINAT;31,2;Appartement;40;2
;8;AV;LEON DELOYE;106,78;Maison;83;3
;21;RUE;VERNIER;86,82;Appartement;87;3
;1;RUE;JOSEPH GAZAN;23,13;Appartement;22;1
;31;RUE;GIOFFREDO;78,01;Appartement;75;3
;46;RUE;AUGUSTE GAL;38,29;Appartement;34;2
;29;AV;PAULIANI;45,51;Appartement;45;4
;5;BD;GENERAL LOUIS DELFINO;33,27;Appartement;36;2
;12;MTE;CLAIRE VIRENQUE;81,04;Appartement;86;4
;14;RUE;MASSINGY;26,51;Appartement;36;1
;12;RUE;EMMANUEL PHILIBERT;73,71;Appartement;71;5
;10;RUE;VERDI;22,24;Appartement;23;1
;9;RUE;GUBERNATIS;44,01;Appartement;44;2
;10;CHE;DE L ARBRE;25,75;Appartement;25;2
;48;COR;FRERE MARC;66,41;Appartement;66;4
;35;BD;JOSEPH GARNIER;68,39;Appartement;75;3
;40;BD;VICTOR HUGO;154;Appartement;130;5
;31;RUE;DE LEPANTE;81,26;Appartement;81;3
;21;RUE;DABRAY;54,03;Appartement;55;2
;16;AV;DU CHATEAU;34,81;Appartement;36;2
;7;RUE;ANTOINE SCOFFIER;48,02;Appartement;52;2
;99;AV;HESPERIDES;27,57;Appartement;30;2
;1;RLE;DES MOULINS;44,15;Appartement;42;3
;3;RUE;BARBERIS;82,1;Appartement;95;3
;20;RUE;ALBERT VOISIN;34,65;Appartement;35;2
;14;RUE;TRACHEL;37,1;Appartement;34;2
;39;RUE;GIOFFREDO;53,08;Appartement;52;2
;12;RUE;MIRON;13,55;Appartement;14;1
;12;RUE;ABBAYE;60,77;Appartement;59;4
;39;BD;JOSEPH GARNIER;22,2;Appartement;30;1
;6;RUE;SAINTE REPARATE;95,59;Appartement;78;3
;45;RUE;SMOLETT;26,41;Appartement;25;2
;1;BD;DE RIQUIER;60,32;Appartement;56;2
;98;AV;VALROSE;42,14;Appartement;46;2
;20;AV;VILLEBOIS MAREUIL;88,1;Appartement;86;3
;45;RUE;ROSSINI;69,7;Appartement;61;3
;19;BD;FRANCK PILATTE;104,48;Appartement;100;4
;116;BD;DE CESSOLE;44,49;Appartement;25;1
;14;RUE;CASSINI;26,55;Appartement;26;1
;23;CHE;FUON DAOU MAGISTRE;76,2;Appartement;76;4
;16;AV;RAYMOND COMBOUL;26,67;Appartement;26;1
;7;RUE;SAINT VINCENT;38,1;Appartement;46;2
;24;AV;AUGUSTE BERCY;265,26;Appartement;253;5
;14;AV;BORRIGLIONE;80,6;Appartement;35;3
;5;RUE;GUSTAVE DELOYE;22,08;Appartement;21;1
;11;BD;FRANCK PILATTE;44,36;Appartement;43;2
;39;RUE;BONAPARTE;56,1;Appartement;57;4
;53;BD;DU 8 MAI 1945;55,11;Appartement;55;3
;24;RUE;DELILLE;49,73;Appartement;52;2
;27;RUE;LAMARTINE;20,77;Appartement;126;5
;7;BD;DU ROSTIT;64,63;Maison;63;3
;29;BD;FRANCOIS SUAREZ;72,8;Appartement;68;3
;18;BD;DE RIQUIER;42,24;Appartement;41;2
;43;AV;JEAN MEDECIN;44,77;Appartement;46;2
;44;BD;GAMBETTA;91;Appartement;90;3
;32;RUE;VERDI;42,9;Appartement;43;1
;7;RUE;DU SOLEIL;51,15;Appartement;51;2
;19;AV;D ANVERS;78,87;Appartement;85;3
;33;AV;STEPHEN LIEGEARD;15,24;Appartement;19;1
;25;AV;DESAMBROIS;220,02;Appartement;209;7
;8;CHE;DES CRETES;271,58;Appartement;25;1
;10;BD;DUBOUCHAGE;22,75;Appartement;25;1
;17;RUE;PENCHIENATTI;35,87;Appartement;36;2
;5;RUE;DES BOERS;131,19;Appartement;100;4
;132;AV;DE BRANCOLAR;110,6;Appartement;118;4
;37;AV;G CLEMENCEAU;50,32;Appartement;53;2
;190;RTE;DE TURIN;33,33;Appartement;33;2
;14;RUE;DES PONCHETTES;63,6;Maison;72;4
;23;AV;GIACOBI;19,39;Appartement;19;1
;2;RUE;PARMENTIER;9,82;Appartement;10;1
;63;RUE;ROSSINI;51,5;Appartement;50;2
;16;PL;GARIBALDI;185,05;Appartement;90;3
;8;AV;SAINT JEAN BAPTISTE;60,13;Appartement;49;2
;10;RUE;LAURENT GIAUME;45;Appartement;45;2
;32;RUE;L HOTEL POSTES;55,86;Appartement;63;2
;39;RUE;DU MARECHAL JOFFRE;90,53;Appartement;86;4
;15;RUE;ASSALIT;80,27;Appartement;82;4
;8;RUE;SORGENTINO;34,93;Appartement;36;2
;11;PL;PASTEUR;44,12;Appartement;45;2
;15;RUE;DE LA PREFECTURE;6,67;Appartement;15;1
;15;RUE;DE LA PREFECTURE;15,9;Appartement;15;1
;3;RUE;DU CONGRES;26,2;Appartement;26;1
;41;RUE;CLEMENT ROASSAL;34,39;Appartement;34;1
;2;RUE;DE LA POISSONNERIE;115,22;Appartement;120;4
;5;AV;MIRABEAU;37,98;Appartement;40;1
;22;BD;DUBOUCHAGE;80,71;Appartement;84;4
;2;RUE;EMMA ET PHILIPPE TIRANTY;109,5;Appartement;113;5
;50;RUE;ARSON;77,62;Appartement;39;2
;13;RUE;MARALDI;41,24;Appartement;30;2
;240;CHE;DU FALICONET;62,5;Appartement;82;4
;15;RUE;RIBOTTI;50,04;Appartement;60;3
;17;RUE;DE RUSSIE;89,66;Appartement;88;4
;20;RUE;ALBERT VOISIN;32,6;Appartement;31;2
;20;BD;ARMEE DES ALPES;66,35;Appartement;66;3
;45;BD;STALINGRAD;91,17;Appartement;100;5
;25;RUE;DE ROQUEBILLIERE;56,89;Appartement;56;3
;38;RUE;VERDI;89,5;Appartement;86;3
;6;AV;RENE BOYLESVE;44,11;Appartement;44;3
;9;RUE;EMMANUEL PHILIBERT;33,04;Appartement;60;3
;42;RUE;BONAPARTE;26,05;Appartement;25;1
;9;AV;MARECHAL LYAUTEY;18,69;Appartement;21;1
;25;RUE;TRACHEL;34,33;Appartement;33;1
;3;AV;URBAIN BOSIO;36,55;Appartement;36;2
;1;RUE;DE ORESTIS;38,58;Appartement;38;2
;54;RUE;AUGUSTE GAL PROLONGEE;40,75;Appartement;41;2
;30;BD;GORBELLA;53,19;Appartement;57;3
;1;RUE;MACCARANI;61,35;Appartement;65;3
;19;BD;FRANCOIS SUAREZ;74,62;Appartement;66;3
;49;BD;GENERAL LOUIS DELFINO;56,19;Appartement;60;2
;8;RUE;GUIGLIA;98,18;Appartement;85;3
;2;RUE;FONTAINE DE LA VILLE;38,82;Appartement;35;3
;15;RUE;DE BELGIQUE;14,35;Appartement;14;1
;30;BD;GENERAL LOUIS DELFINO;41,36;Appartement;39;2
;18;RUE;BERLIOZ;150,36;Appartement;153;5
;28;RUE;GEORGES VILLE;18,18;Appartement;17;1
;22;BD;DUBOUCHAGE;18,81;Appartement;20;1
;167;AV;MARECHAL LYAUTEY;32,24;Appartement;32;1
;1;RUE;VICTOR JUGE;164,4;Appartement;30;1
;10;RUE;BERLIOZ;89,27;Appartement;91;4
;109;QUAI;DE LA BANQUIERE;86,05;Appartement;85;4
;36;RTE;DE TURIN;64,2;Appartement;64;3
;29;BD;FRANCOIS SUAREZ;69,59;Appartement;68;3
;18;AV;GRAVIER;52,32;Appartement;57;4
;30;RUE;GUIGLIA;75,25;Appartement;73;2
;12;PL;GUYNEMER;57,1;Appartement;44;3
;6;RUE;LAMARTINE;35,02;Appartement;33;2
;13;AV;CARAVADOSSI;114,02;Appartement;127;5
;4;RUE;RUSCA;58,27;Appartement;55;3
;1;PARC;LISERB;142,86;Appartement;141;3
;8;BD;DE RIQUIER;34,02;Appartement;34;2
;14;RUE;MARCEAU;59,25;Appartement;53;2
;3;RUE;FODERE;26,75;Appartement;32;2
;9002;ILOT;GUIGONIS ST FRANCOIS;56,05;Appartement;46;2
;11;RUE;TRACHEL;51,15;Appartement;69;2
;9;RUE;DIDEROT;27,03;Appartement;34;1
;3;RUE;FODERE;22,24;Appartement;32;2
;71;BD;CIMIEZ;140,7;Appartement;150;4
;7;CHE;DES CRETES;35,5;Appartement;40;1
;21;BD;FRANCK PILATTE;68,6;Appartement;61;3
;19;BD;RAIMBALDI;73,07;Appartement;85;3
;54;BD;GENERAL LOUIS DELFINO;53,37;Appartement;55;2
;3;RUE;JULES GILLY;83,52;Appartement;68;4
;5221;;IBAC SUPERIEUR;109;Maison;87;4
;22;RUE;L HOTEL POSTES;125,28;Appartement;120;5
;7;RUE;VILLENEUVE;53,72;Appartement;57;2
;2;RUE;BARRALIS;41,51;Appartement;47;2
;11;HLM;RUE CH BAUDELAIRE;60,34;Appartement;59;3
;10;AV;MARECHAL FOCH;25,49;Appartement;26;1
;1;RUE;GASTON ARNULF;74,41;Appartement;70;3
;21;RUE;EMMANUEL PHILIBERT;17,55;Appartement;17;1
;21;AV;DE LA REPUBLIQUE;36,22;Appartement;35;3
;6;RUE;FRANCOIS CARLO;28,89;Appartement;30;1
;54;RUE;DE FRANCE;56,32;Appartement;60;3
;78;BD;GENERAL LOUIS DELFINO;33,53;Appartement;34;2
;10;AV;DURANTE;27;Appartement;200;7
;1;AV;CHATEAUBRIAND;73,43;Appartement;74;3
;6;RUE;ABBE SALVETTI;16,8;Appartement;16;1
;39;RUE;GIOFFREDO;39,79;Appartement;33;1
;15;BD;STALINGRAD;69;Appartement;70;3
;3;RUE;COLONNA D ISTRIA;41,01;Appartement;41;3
;136;BD;GAMBETTA;54,49;Appartement;60;3
;7;RUE;BERLIOZ;41,27;Appartement;42;2
;7;AV;ANTONIA AUGUSTA;23,04;Appartement;23;1
;3;RUE;MARTIN SEYTOUR;27,08;Appartement;29;1
;99;AV;HESPERIDES;43,08;Appartement;30;2
;16;AV;NOTRE DAME;55,32;Appartement;55;3
;4;QUAI;PAPACINO;38,78;Appartement;39;2
;37;RUE;PASTORELLI;47,35;Appartement;40;2
;99;AV;HESPERIDES;26,08;Appartement;33;2
;32;BD;DUBOUCHAGE;65,28;Appartement;70;2
;93;AV;DE RIMIEZ;288,59;Maison;277;6
;9;VOIE;ROMAINE;21,83;Appartement;20;1
;22;BD;DUBOUCHAGE;50,01;Appartement;51;2
;10;AV;CAGNOLI;35,53;Appartement;36;1
;4;AV;MARECHAL FOCH;117,5;Appartement;123;4
;10;RUE;DU CONGRES;36,4;Appartement;124;5
;24;IMP;LAURENTI;26;Appartement;20;1
;21;AV;RENE BOYLESVE;42,26;Appartement;32;2
;1;AV;SAINTE CLAIRE;85,71;Appartement;84;2
;74;AV;DE BRANCOLAR;38,03;Appartement;40;1
;5;CHE;DE L ARBRE;91,41;Appartement;91;5
;39;PROM;DES ANGLAIS;84,01;Appartement;83;3
;55;RUE;DE LA BUFFA;23,74;Appartement;24;1
;46;RUE;GIOFFREDO;18,74;Appartement;18;1
;19;RUE;CHABRIER;32,47;Appartement;16;1
;2;RUE;DES BARBETS;67,18;Appartement;67;3
;6;IMP;FERNAND LEGER;99,84;Maison;102;5
;3;AV;GALLIN;16,13;Appartement;25;1
;65;BD;DE LA MADELEINE;31,43;Appartement;45;2
;127;PROM;DES ANGLAIS;52,8;Appartement;42;1
;4;AV;CYRNOS;47,5;Appartement;62;3
;179;AV;CORNICHE FLEURIE;96,39;Maison;96;5
;27;RUE;CROS DE CAPEU;107,24;Appartement;107;4
;8;AV;GLORIA;55,44;Appartement;54;2
;116;AV;CYRILLE BESSET;91,23;Appartement;90;4
;266;AV;SAINTE MARGUERITE;41,01;Appartement;40;2
;29;AV;DES BAUMETTES;99,18;Appartement;109;4
;12;RUE;LOUIS BLERIOT;67,08;Appartement;67;3
;30;RUE;CHATEAUNEUF;46,81;Appartement;47;2
;5;RUE;CAFFARELLI;29,41;Appartement;30;1
;77;AV;SAINT AUGUSTIN;20,6;Appartement;20;1
;137;AV;DE LA LANTERNE;72,3;Appartement;92;4
;65;BD;GAMBETTA;29,02;Appartement;29;1
;222;AV;DE PESSICART;64,61;Appartement;71;3
;175;BD;DE LA MADELEINE;61,8;Appartement;62;3
;39;AV;DE LA CALIFORNIE;136,68;Appartement;123;6
;60;VALL;BARLA;75,47;Appartement;80;3
;3;BD;DE LA MADELEINE;36,54;Appartement;35;1
;211;PROM;DES ANGLAIS;29,72;Appartement;24;2
;109;BD;DE CESSOLE;44,39;Appartement;45;2
;20;AV;MONT RABEAU;27;Appartement;28;1
;352;AV;DE FABRON;100,56;Maison;102;5
;31;RUE;BOTTERO;30,05;Appartement;26;2
;35;BD;CARLONE;17,04;Appartement;18;1
;25;AV;FREMONT;20,85;Appartement;22;1
;28;RUE;BOTTERO;34,51;Appartement;34;2
;22;BD;MANTEGA RIGHI;68,36;Appartement;69;3
;67;AV;SIMONE VEIL;68,43;Appartement;68;3
;17;AV;FLEURS;31,61;Appartement;31;1
;40;CHE;DES SABLIERES;20;Appartement;20;1
;85;BD;DE LA MADELEINE;28,71;Appartement;27;1
;23;RUE;CAFFARELLI;48,52;Appartement;47;2
;13;AV;CORNICHE FLEURIE;21,55;Appartement;22;1
;4;RUE;JOSEPH FRICERO;17,25;Appartement;13;1
;149;BD;GAMBETTA;44,36;Appartement;69;2
;104;BD;EDOUARD HERRIOT;98,81;Appartement;99;4
;70;AV;DE LA BORNALA;15,85;Appartement;16;1
;230;AV;DE FABRON;24,3;Appartement;23;1
;341;CHE;DE LA GINESTIERE;46,69;Appartement;46;2
;3;RUE;LOUIS BLERIOT;66,48;Appartement;67;3
;81;BD;GAMBETTA;15,85;Appartement;17;1
;18;AV;GAY;71,85;Appartement;65;3
;15;RUE;CHATEAUNEUF;137,53;Appartement;135;5
;24;RUE;DES POTIERS;55,77;Appartement;56;2
;79;BD;MANTEGA RIGHI;67,6;Appartement;65;3
;5;RUE;CROS DE CAPEU;42,7;Appartement;44;2
;54;AV;DE LA BORNALA;20,18;Appartement;20;1
;96;AV;CORNICHE FLEURIE;66,3;Appartement;65;3
;59;RTE;DE BELLET;21,01;Appartement;21;1
;164;BD;DE LA MADELEINE;42,01;Appartement;43;2
;107;BD;FRANCOIS GROSSO;88,56;Appartement;68;4
;384;AV;DE FABRON;24,7;Appartement;24;1
;22;BD;DU TZAREWITCH;36,43;Appartement;36;1
;4;RUE;SAINT PHILIPPE;112,42;Appartement;120;5
;128;BD;DE LA MADELEINE;31,18;Appartement;30;1
;93;PROM;DES ANGLAIS;104,93;Appartement;122;3
;128;AV;DE LA LANTERNE;46,03;Appartement;48;2
;48;RTE;DE GRENOBLE;76,15;Appartement;68;4
;12;AV;GAY;89,07;Appartement;86;4
;96;AV;CORNICHE FLEURIE;77,11;Appartement;78;4
;93;PROM;DES ANGLAIS;104,93;Appartement;122;3
;21;RUE;MARIE BASHKIRTSEFF;28,34;Appartement;28;1
;245;RTE;DE BELLET;82,41;Maison;84;4
;21;AV;DE FABRON;59,27;Appartement;60;2
;61;AV;SAINTE MARGUERITE;61,06;Appartement;66;3
;20;AV;CHATEAU DE LA TOUR;157,49;Appartement;154;5
;73;CHE;DE TERRON;70,42;Appartement;68;4
;259;AV;DE PESSICART;54,75;Maison;36;2
;121;BD;NAPOLEON III;69,16;Appartement;78;3
;13;RUE;DU ROCHER;17,08;Appartement;20;1
;22;RUE;BOTTERO;50,17;Appartement;51;2
;280;AV;DE LA CALIFORNIE;59,55;Appartement;56;2
;61;AV;CORNICHE FLEURIE;80,69;Appartement;80;4
;146;BD;NAPOLEON III;66,62;Appartement;68;3
;79;AV;SAINT AUGUSTIN;57,81;Appartement;55;3
;210;AV;DE FABRON;45,01;Appartement;46;2
;52;AV;DE LA CALIFORNIE;23,4;Appartement;22;1
;75;AV;RAOUL DUFY;40,74;Appartement;40;2
;12;AV;LOUIS COCHOIS;73,6;Appartement;78;4
;380;AV;DE FABRON;77,09;Appartement;76;4
;4;RUE;SAINT PHILIPPE;43,68;Appartement;45;1
;21;RUE;GEORGES DOUBLET;13,71;Appartement;16;1
;13;AV;DU PETIT FABRON;41,39;Appartement;40;2
;396;AV;DE PESSICART;43,5;Maison;41;2
;51;AV;CORNICHE FLEURIE;73,09;Appartement;73;4
;156;COR;DES OLIVIERS;73,67;Maison;76;3
;186;AV;DE FABRON;26,5;Appartement;20;1
;32;CHE;JEAN BAGNIS;102,4;Maison;95;4
;25;AV;JOSEPH GIORDAN;20,41;Appartement;20;1
;7;RUE;HENRY DE CESSOLE;35,16;Appartement;36;1
;136;AV;CYRILLE BESSET;55,39;Appartement;54;3
;230;AV;DE LA CALIFORNIE;76,55;Appartement;76;3
;67;AV;ESTIENNE D ORVES;34,49;Appartement;34;2
;27;AV;SAINTE MARGUERITE;42,12;Appartement;42;2
;173;RTE;ST PIERRE FERIC;29,31;Appartement;32;2
;209;RTE;DE BELLET;104,68;Maison;107;4
;66;BD;DE LA MADELEINE;23,61;Appartement;25;1
;156;COR;DES OLIVIERS;99,54;Maison;100;4
;300;CHE;DE LA GINESTIERE;84,63;Maison;83;4
;25;AV;ANTOINE MARTIN;86;Appartement;86;4
;81;AV;CORNICHE FLEURIE;80,62;Appartement;80;3
;54;BD;HENRI SAPPIA;78,41;Appartement;78;4
;59;RTE;DE BELLET;27,01;Appartement;27;1
;19;RUE;CHATEAUNEUF;42,23;Appartement;41;1
;30;AV;DE FABRON;23,13;Appartement;24;1
;55;AV;HENRI MATISSE;39,45;Appartement;42;3
;21;RUE;GEORGES DOUBLET;16,41;Appartement;22;1
;54;AV;DU RAY;64,04;Appartement;63;4
;104;ACH;ANC CHE DE LA LANTERNE;73,61;Appartement;74;3
;35;AV;RAYMOND FERAUD;95,07;Appartement;95;4
;83;BD;DE LA MADELEINE;19,51;Appartement;19;1
;234;AV;DE LA LANTERNE;36,04;Appartement;37;1
;85;BD;DE LA MADELEINE;42,07;Appartement;41;2
;308;BD;DE LA MADELEINE;150;Appartement;48;3
;26;AV;DE LA BORNALA;75,37;Appartement;78;4
;8;AV;GLORIA;58,1;Appartement;36;1
;21;AV;DE FABRON;75,41;Appartement;76;3
;23;AV;DE GAIRAUT;60,26;Appartement;70;3
;103;BD;DE LA MADELEINE;38,7;Appartement;38;3
;19;AV;SAINT JOSEPH;25,68;Appartement;26;2
;171;RUE;DE FRANCE;23,11;Appartement;19;1
;54;RTE;DE CANTA GALET;44,29;Appartement;44;2
;13;RUE;ALEXIS MOSSA;22,96;Appartement;23;2
;101;AV;DE LA CALIFORNIE;36,73;Appartement;42;2
;22;RUE;BOTTERO;80,13;Appartement;80;3
;19;AV;VAL MARIE;75,71;Appartement;75;3
;54;AV;DU RAY;54,44;Appartement;53;3
;52;AV;DE LA CALIFORNIE;23,32;Appartement;22;1
;3;AV;GLORIA;54,27;Appartement;52;2
;48;AV;DE LA CALIFORNIE;25,13;Appartement;17;1
;18;RUE;DES POTIERS;24,16;Appartement;27;1
;1;AV;EDEN PARK;51,18;Appartement;51;2
;52;AV;HENRI MATISSE;41,09;Appartement;41;2
;158;RUE;DE FRANCE;95,69;Appartement;95;4
;160;RUE;DE FRANCE;57,92;Appartement;59;2
;52;AV;HENRI MATISSE;31,03;Appartement;31;1
;52;BD;CARLONE;22,01;Appartement;21;1
;285;AV;DE FABRON;171,05;Appartement;176;5
;21;RUE;GEORGES DOUBLET;18,29;Appartement;20;1
;10;AV;ANGELIQUE BRAQUET;35,3;Appartement;36;2
;186;AV;DE PESSICART;72,05;Appartement;72;3
;50;CHE;DU CAL DE SPAGNOL;47,59;Appartement;47;2
;90;RUE;AUGUSTE PEGURIER;60,79;Appartement;58;3
;209;AV;DE FABRON;82,52;Appartement;82;3
;54;AV;DU RAY;52,19;Appartement;53;3
;97;BD;JEAN BEHRA;38,46;Appartement;40;2
;26;VALL;BARLA;32,2;Appartement;32;1
;220;BD;DE LA MADELEINE;49,04;Appartement;52;2
;51;BD;DE MONTREAL;71,59;Appartement;69;3
;20;BD;DU TZAREWITCH;55,1;Appartement;57;2
;117;AV;DE LA CALIFORNIE;54,06;Appartement;57;1
;28;RUE;BOTTERO;26,14;Appartement;25;1
;188;AV;DE FABRON;22,49;Appartement;24;1
;71;AV;DE PESSICART;46,48;Appartement;46;2
;7;RUE;JEAN MERMOZ;80,18;Appartement;80;4
;82;CHE;DE LA MADONETTE DE TERRON;54,09;Appartement;54;3
;54;AV;DU RAY;74,96;Appartement;74;5
;179;AV;CORNICHE FLEURIE;93,3;Maison;87;4
;23;AV;LOUIS CAPPATTI;49,76;Appartement;49;2
;54;AV;DE LA BORNALA;20,5;Appartement;20;1
;22;RUE;JEAN CANAVESE;49,41;Appartement;49;2
;132;RUE;DE FRANCE;79,8;Appartement;77;3
;6;RUE;JOSEPH FRICERO;68,95;Appartement;67;3
;301;COR;DE MAGNAN;62,93;Appartement;63;3
;103;AV;CYRILLE BESSET;30,63;Appartement;30;1
;103;BD;GAMBETTA;62,98;Appartement;62;3
;26;BD;DE MONTREAL;32;Appartement;31;1
;67;AV;ESTIENNE D ORVES;76,92;Appartement;75;3
;96;AV;CORNICHE FLEURIE;52,22;Appartement;54;2
;18;AV;FLEURS;9,81;Appartement;22;2
;54;AV;DU RAY;63,45;Appartement;63;4
;27;RUE;BOTTERO;68,02;Appartement;67;3
;135;RUE;DE FRANCE;26,2;Appartement;25;1
